,0\O 
1779\O ,\O Gained\Eng 28\O followers\Eng and\Eng lost\Eng 10\O (\O stats\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )\O 
1780\O ,"\O RT\Eng @\O KapilMishra\Hin=कपिलमेशरा _\O IND\Hin=इन्द :\O करप्शन\O से\O लड़ने\O आये\O थे\O 

अब\O AAP\Hin=आअप् का\O काम\O कांग्रेस,\O बसपा,\O सपा\O के\O घरेलू\O उत्सवों\O में\O नाचने\O और\O ताली\O पीटने\O तक\O 

बारिश\O किसी\O की…"\O 
1781\O ,"\O Abe\Hin=अबे Oye\Hin=ओय #\O 2Rs\Eng ppl\Eng ,\O 

Do\Hin=दो some\Eng work\Eng than\Eng abusing\Eng everyone\Eng on\Eng social\Eng Media\Eng ....\O 
Get\Eng a\Eng life\Hin=लाइफ lukhhas\Hin=लुख "\O 
1782\O ,\O Congratulations\Eng bhade\Hin=भाद़े ke\Hin=क tattu\Hin=तत्तू @\O sagarikaghose\Eng 😀😀\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 0cakOnfpXN\Hin=0ककोन्फ्प्क्स्न 
1783\O ,"\O Stunning\Eng and\Eng gruesome\Eng trailer\Eng ...\O 
Rajkumar\Eng is\Eng a\Eng terrific\Eng actor\Eng just\Eng the\Eng prob\Eng is\Eng he\Eng is\Eng not\Eng star\Eng .\O 
This\Eng looks\Eng crazy\Eng ...\O 

#\O OmertaTrailer\Eng "\O 
1784\O ,"#\O RahulGandhi\Eng ji\Eng ,\O 

Can\Hin=सकें you\Hin=यूं please\Hin=प्लीअज् look\Eng in\Eng the\Eng mirror\Eng ?\O 
Don't\Hin=डों'ट you\Eng think\Eng ,\O you\Eng are\Eng a\Eng liability\Eng on\Eng Congress\Eng ?\O 
#\O GorakhpurByPoll\Eng #\O Congress\Eng #\O Phulpur\Hin=फुलपुर "\O 
1785,"क्या\O आज\O के\O चुनाव\O नतीजो\O मायावती\O जी\O और\O अखिलेश\O इवीएम\O पे\O शक\O करेंगे?\O 😀😀\O 
#\O Congress\Eng #\O GorakhpurByPoll\Eng #\O Phulpur\Eng "\O 
1786\O ,"#\O Gorakhpur\Eng &\O amp\Eng ;\O #\O Phulpur\Eng can\Eng be\Eng sigh\Eng of\Eng relief\Eng for\Eng @\O yadavakhilesh\Eng &\O amp\Eng ;\O Mayawati\Eng but\Eng they\Eng have\Eng to\Eng accept\Eng that\Eng ,\O they\Eng didn\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O VaTY7lRFak\Hin=वट्य्7ल्रफाक् "\O 
1787\O ,"\O RT\Hin=अर्त @\O KyaUkhaadLega\Hin=क्याऔखाडलेगा 
#\O GorakhpurByPollResult\Eng 

Samajwadi\Eng Party\Hin=पार्टी :\O Yay\Hin=य्य we\Eng are\Eng winning\Eng for\Eng sure\Eng !\O 

BJP\Eng :\O Let\Eng the\Eng final\Eng re\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O gC5HfK8OLH\Eng "\O 
1788\O ,\O Sahi\Hin=सही baat\Hin=बात mere\Hin=मेर bhai\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O YULLDEvSAr\Hin=युल्ल्डेवसर 
1789\O ,"\O If\Eng BJP\Eng looses\Eng #\O Gorakhpur\Eng then\Eng it\Eng will\Eng be\Eng a\Eng big\Eng blow\Eng .\O 

But\Eng remember\Eng ,\O Mayawati\Eng and\Eng Akhilesh\Eng came\Eng together\Eng to\Eng defeat\Eng M\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O r5GGdaE6Pg\Eng "\O 
1790\O ,"\O It's\Eng time\Eng to\Eng introspection\Eng for\Eng @\O INCIndia\Eng 
Congress\Eng is\Eng not\Eng even\Eng getting\Eng 10K\Eng votes\Eng in\Eng #\O Gorakhpur\Eng #\O PhoolPur\Eng bypolls\Eng ..…\O https\Eng ://\O t\Eng .\O co\Eng /\O P4XJ6Ynyil\Eng "\O 
1791\O ,"#\O Race3\Eng can\Eng turn\Eng out\Eng to\Eng be\Eng extraordinary\Eng film\Eng .\O 

Looks\Eng like\Eng Remo\Hin=रेमो has\Eng taken\Eng it\Eng very\Eng seriously\Eng when\Eng bhai\Hin=भाई fans\Hin=फZzस् abused\Eng hi\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O MnxvZHgXIj\Hin=म्Mक्स्व्ज़्ग्क्सिज "\O 
1792\O ,"\O Actor\Hin=अच्तर #\O NarendraJha\Hin=नरेंद्राझा will\Eng be\Eng last\Eng seen\Eng in\Eng #\O Race3\Eng 

He\Eng was\Eng finest\Eng actor\Eng we\Eng had\Eng in\Eng our\Eng industry\Eng ."\O 
1793\O ,"\O This\Eng is\Eng really\Hin=रिअल्ली SHOCKING\Hin=शॉकिंग news\Hin=न्यू 
What's\Eng happening\Eng in\Hin=इन BOLLYWOOD\Hin=बोलीवुड .\O 
Heart\Eng attacks\Eng have\Eng become\Eng too\Eng common\Eng now\Eng days\Eng .\O 

Guys\Eng ,…\O https\Eng ://\O t\Eng .\O co\Eng /\O cDCjkB2PCD\Eng "\O 
1794\O ,"\O The\Eng shining\Eng star\Eng of\Eng science\Eng is\Eng lost\Eng .\O 
RIP\Eng 
#\O StephenHawking\Eng "\O 
1795\O ,"""\O It\Eng would\Eng not\Eng be\Eng much\Eng of\Eng a\Eng universe\Eng if\Eng it\Eng wasn't\Eng home\Eng to\Eng the\Eng people\Eng you\Eng love\Hin=लव ""\O 

What\Eng a\Eng line\Eng by\Eng late\Eng Stephen\Eng .\O 
You\Hin=यूं ar\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O sXsvSHPCSz\Eng "\O 
1796\O ,"\O One\Eng of\Eng my\Eng Marathi\Hin=मराठी friend\Eng sent\Eng this\Eng to\Eng me\Eng and\Eng this\Eng is\Eng really\Hin=रिअल्ली FUNNY\Hin=फन्नी 😀😀😀\O 
He\Eng explained\Eng me\Eng the\Eng meaning\Eng 😜😜\O lol\Eng lol\Hin=लोल lol\Eng https\Eng ://\O t\Eng .\O co\Eng /\O TlcV5vDBM6\Eng "\O 
1797\O ,"\O Don't\Hin=डों'ट care\Eng for\Eng those\Eng who\Eng don't\Eng care\Eng about\Eng you\Eng ...\O 

Life\Hin=लाइफ is\Eng a\Eng revenge\Eng ..\O 

Good\Hin=गूद morning\Eng "\O 
1798\O ,"#\O HappyBirthdayAamirKhan\Hin=हैप्पीबर्थ़ड्यामीरखन 

Happy\Hin=हैप्पी birthday\Hin=बर्थ़ड्य mega\Eng star\Eng of\Eng India\Eng and\Eng Mr\Eng .\O perfect\Hin=परफेक्ट @\O aamir\Hin=आमिर _\O khan\Hin=खान 

May\Hin=मय #\O ThugsOfHindostan\Hin=ठुग्सौफिन्दोस्तान turn\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 5jRaNGs8lR\Hin=5जरांग्स्8ल्र "\O 
1799,"उन्होंने\O कहा\O 

*""ना\O खाऊंगा,\O ना\O खाने\O दूँगा""*\O 

लोग\O पार्सल\O ले\O गए\O !\O 
😂😂🤦🏻‍♂🤑🤑\O 

#\O NiravModi\Hin=निराव्मोदी "\O 
1800\O ,"\O There\Eng are\Eng chances\Eng that\Eng Alia\Eng with\Eng start\Eng looking\Eng Varun\Eng .....\O 
As\Eng Varun\Eng became\Eng star\Eng and\Eng Sid\Eng became\Eng super\Eng star\Hin=स्तार 😜😜😜"\O 
1801\O ,"\O Goooooo\Hin=गुउउउऊ night\Eng guys\Eng 😀😀😀\O 

Have\Eng a\Eng great\Eng sleep\Eng "\O 
1802\O ,"#\O BajrangiBhaijaanInChina\Hin=बाजरांगिभैजानिंचिना grossed\Eng an\Eng amazing\Eng 185\O cr\Eng till\Eng today\Eng in\Eng China\Eng ..\O 

Well\Eng done\Hin=डोन् Bhai\Hin=भाई "\O 
1803\O ,"\O Kejriwal\Hin=केजरिवल has\Eng gone\Eng so\Eng much\Eng mad\Eng that\Eng he\Eng can\Eng form\Eng alliance\Eng with\Eng congress\Eng in\Eng upcoming\Eng Delhi\Eng elections\Eng .\O 

Delhi\Eng people\Eng ca\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 6dunFLr5PJ\Eng "\O 
1804\O ,"\O And\Hin=एंड you\Eng are\Eng blocked\Eng ,\O you\Eng #\O 2rs\Eng naali\Hin=नाली ke\Hin=क kide\Hin=कीड https\Eng ://\O t\Eng .\O co\Eng /\O sRlCD1GATs\Eng "\O 
1805\O ,"\O Film\Eng #\O Pari\Eng has\Eng not\Eng done\Eng well\Eng at\Eng the\Eng box\Eng office\Eng ..\O 

Bichara\Hin=बिछरा Virat\Eng ,\O cricket\Eng me\Hin=मे kamaata\Hin=कमाता hai\Hin=हैं aur\Hin=अर् bollywood\Hin=बोलीवुड me\Hin=मे gamata\Hin=गमता hai\Hin=हैं …\O https\Eng ://\O t\Eng .\O co\Eng /\O KPZNTlmlx5\Eng "\O 
1806\O ,"\O There\Eng are\Eng many\Eng chutiyaa\Eng people\Eng who\Eng think\Eng number\Eng of\Eng followers\Eng means\Eng how\Eng big\Eng you\Eng r\Eng .\O 

Those\Eng r\Eng those\Eng people\Eng jinse\Hin=जिनसे bhik\Hin=भिक …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O QyB2qLzvUr\Hin=क़्य्ब्2क़्ल्ज़्वुर "\O 
1807\O ,\O Gained\Eng 18\O followers\Eng and\Eng lost\Eng 14\O (\O stats\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )\O 
1808\O ,\O Again\Hin=अगान STRONG\Hin=सत्रौंग CONDEMNING\Eng COMMENTS\Eng will\Eng be\Eng issued\Eng by\Eng our\Eng home\Eng minister\Eng @\O rajnathsingh\Eng ji\Eng and\Eng nothing\Eng will\Eng be\Eng done\Eng to\Eng e\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 6ViBP6TrYL\Eng 
1809\O ,"\O BREAKING\Hin=ब्रेअकिंग :-\O 
BOBBY\Hin=बौब्बी DEOL\Hin=देव्ल् will\Eng be\Eng third\Eng partner\Eng along\Eng with\Eng Akshay\Eng and\Eng Riteish\Eng in\Eng 👉👉\O #\O Housefull4\Eng 

Congratulations\Eng @\O thedeol\Eng "\O 
1810\O ,"\O Hows\Eng this\Eng you\Eng #\O 2rs\Eng ppl\Eng ?\O 

Feeling\Eng jeoulos\Eng ?\O 😀😀😌😌😜😜\O https\Eng ://\O t\Eng .\O co\Eng /\O z2Yx6Pp9YZ\Eng "\O 
1811\O ,"\O My\Eng week\Eng on\Eng Twitter\Eng 🎉:\O 397\O Mentions\Eng ,\O 2\O .\O 75K\Eng Mention\Eng Reach\Eng ,\O 2\O .\O 67K\Eng Likes\Eng ,\O 433\O Retweets\Eng ,\O 301\O Replies\Eng .\O See\Eng yours\Eng with\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 7BzinPqlVt\Eng "\O 
1812\O ,"\O After\Eng series\Eng of\Eng news\Eng regarding\Eng #\O VKJain\Eng #\O SatyenderJain\Eng #\O Gupta\Eng ,\O #\O AnshuPrakash\Hin=अंअशुप्राकाश 

Do\Hin=दो you\Eng think\Hin=थिन्क #\O ArvindKejriwal\Hin=अरविंड़केजरिवल is\Eng corrupt\Eng &\O amp\Eng ;\O Hungry\Eng for\Eng power\Eng ?"\O 
1813,😜😜😜😀😀😌😌😌\O https\Eng ://\O t\Eng .\O co\Eng /\O qCmt8S80MH\Eng 
1814\O ,"\O I\Eng had\Eng congratulated\Eng him\Eng buddy\Eng .\O 
This\Eng time\Eng Salmans\Eng film\Eng has\Eng emerged\Eng more\Eng successful\Eng than\Eng #\O Dangal\Hin=दंगल #\O SS\Eng #\O PK\Eng in\Eng China\Eng bec\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O ED1MoqdhTQ\Eng "\O 
1815\O ,\O Glad\Eng that\Eng 37%\O believe\Eng in\Eng all\Eng Religions\Eng ..\O 34%\O in\Eng Islam\Eng and\Eng rest\Eng 29%\O in\Eng Hinduism\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O Av8PEVH54O\Eng 
1816\O ,"#\O SonuKeTituKiSweety\Hin=सोनुकेटिटुकाइअस्वीटी is\Hin=इस steady\Eng on\Eng Monday\Eng collecting\Eng 1.5\O cr\Hin=क्र ..\O 

Till\Eng now\Eng 84\O cr\Eng ...\O 
Super\Hin=सुपर hit\Eng turning\Eng BLOCKBUSTER\Eng "\O 
1817\O ,"\O Sala\Eng where\Eng are\Eng my\Eng followers\Eng ?\O 

I\Eng miss\Eng them\Eng badly\Eng ...\O Wapas\Hin=वापस Aa\Hin=आआ Jao\Hin=जाओ Ruthe\Hin=रूठे huye\Hin=हुए laundo\Hin=लौंड़ों ..."\O 
1818\O ,"\O One\Eng more\Eng wicket\Eng down\Eng for\Eng U-TURN\Eng KING\Hin=किंग @\O ArvindKejriwal\Hin=अरविंड़केजरिवल 

Kejriwal's\Eng adviser\Eng #\O VKjain\Eng re-signed\Eng from\Eng his\Eng post\Eng ."\O 
1819\O ,"\O Congratulations\Eng @\O BeingSalmanKhan\Eng for\Eng having\Eng his\Eng first\Eng 800\O cr\Eng worldwide\Eng film\Hin=फिल्म #\O BajrangiBhaijaan\Hin=बाजरांगिभैजान 
#\O BajrangiBhaijaanInChina\Hin=बाजरांगिभैजानिंचिना "\O 
1820\O ,"\O John\Eng is\Eng doing\Eng #\O RAW\Eng which\Eng sushant\Eng was\Eng doing\Eng .\O 

John\Eng is\Eng clever\Eng ,\O he\Eng know\Eng ,\O waise\Hin=वैसे bhi\Hin=भही apni\Hin=अपनी solo\Eng films\Eng to\Eng chalti\Hin=चलती nahi\Hin=नाही ,\O paise\Hin=पैसे hi\Hin=ही Kama\Hin=कमा lo\Hin=ल 😜😜😜"\O 
1821\O ,"\O John\Eng reportately\Eng increased\Eng his\Eng price\Eng to\Eng huge\Eng 12\O cr\Eng even\Eng after\Eng absolutely\Eng NO\Eng SHOW\Eng for\Eng #\O Force2\Eng and\Eng #\O RockyHandsome\Eng 

P\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 4lgm3JMqjb\Eng "\O 
1822\O ,"\O Our\Eng biggest\Eng fans\Eng this\Eng week\Eng :\O @\O shashipathak15\Eng ,\O @\O Marmar7888\Eng ,\O @\O beingmdafroz\Eng .\O Thank\Eng you\Eng !\O via\Eng https\Eng ://\O t\Eng .\O co\Eng /\O YW3ZTgIYAP\Eng https\Eng ://\O t\Eng .\O co\Eng /\O mxGWsxdakc\Eng "\O 
1823\O ,"\O Good\Hin=गूद morning\Eng folks\Eng .\O 

Taken\Eng pledge\Eng u\Eng won't\Eng abuse\Eng anyone\Eng this\Eng week\Eng at\Eng least\Eng 😀😀😀😀"\O 
1824\O ,"#\O OctoberTrailer\Eng is\Eng refreshing\Eng as\Eng well\Eng as\Eng depressing\Eng .\O 

Looks\Eng something\Eng like\Hin=लीके #\O Guzaarish\Hin=गुज़ारिश but\Hin=बुत music\Eng may\Eng be\Eng good\Eng and\Eng of\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O G0RElwBIhm\Eng "\O 
1825,"शुभ\O रात्रि\O मित्रों....\O 

यार\O मुझे\O गाली\O मत\O दो,\O प्यार\O करो\O यार\O 😀😀😀"\O 
1826,"आज\O भक्तों\O की\O बोलती\O बंद\O हो\O गयी\O है...\O 

है\O ना\O मित्रों\O 😝😝😝\O 

#नरेश_अग्रवाल\O 
#\O NareshAgrawal\Eng "\O 
1827,"यार\O मोदीजी\O ,\O अमित\O शाह\O जी,\O 

एक\O इंसान\O नहीं\O लिया\O तो\O आपकी\O पार्टी\O बंद\O थोड़ी\O न\O हो\O जायेगी\O ?????\O 
इतना\O तो\O कांग्रेस\O भी\O नहीं…\O https\Eng ://\O t\Eng .\O co\Eng /\O TnWLNotNYf\Eng "\O 
1828,"19\O Followed\Eng ,\O 11\O Unfollowed\Eng me\Eng (\O monitored\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )"\O 
1829,"अगर\O कल\O हफ़ीज़\O सईद\O भी\O बीजेपी\O को\O ज्वाइन\O करना\O है\O बोलेगा,\O तो\O अमित\O शाह\O जी\O शायद\O उनको\O ले\O लेंगे।\O इनको\O बस\O जीत\O से\O मतलब\O है\O लो…\O https\Eng ://\O t\Eng .\O co\Eng /\O 9W2RdyxAzW\Eng "\O 
1830\O ,"\O Looks\Eng like\Eng @\O BJP4India\Eng has\Eng become\Hin=बेकौमअ GANGA\Hin=गंगा according\Eng to\Eng @\O AmitShah\Eng &\O amp\Hin=अम्प ;\O @\O narendramodi\Hin=नरेंद्रमोदी 

By\Eng including\Eng #\O NareshAgarwal\Eng in\Eng the\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O OkGZfK6HAg\Hin=अक्ग्ज़्फ्क्6आग "\O 
1831\O ,"\O Today\Eng one\Eng of\Eng the\Eng greatest\Eng film\Eng of\Eng all\Eng time\Eng #\O Anand\Eng was\Eng released\Eng .\O 

Whatta\Eng performance\Eng given\Eng by\Eng Amit\Eng ji\Eng and\Eng Rajesh\Hin=राजेश Kha\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O T4pde0l5pj\Eng "\O 
1832\O ,\O Pulkit\Hin=पुलकिट is\Hin=इस not\Eng that\Eng bad\Eng actor\Eng but\Eng people\Eng should\Eng understand\Eng how\Eng much\Eng people\Eng we\Eng can\Eng draw\Eng to\Eng theatres\Eng despite\Eng of\Eng content\Eng .\O 
1833\O ,\O Hats\Eng off\Eng to\Eng Pulkit\Eng for\Eng doing\Eng #\O 3stories\Eng which\Eng couldn't\Eng recover\Eng good\Eng expanses\Eng 😀😀😀\O 
1834\O ,"@\O Dev\Eng _\O Fadnavis\Eng ji\Eng and\Eng @\O narendramodi\Hin=नरेंद्रमोदी जी,\O आपको\O थोडा\O शर्म\O आना\O चाहिए,\O 
भारत\O में\O 80\O %\O कीसान\O सिर्फ\O 1\O या\O 2\O लाख\O के\O लोन\O न\O चु…\O https\Eng ://\O t\Eng .\O co\Eng /\O xzrYnCl40F\Eng "\O 
1835\O ,"\O RT\Eng @\O taran\Hin=तरन _\O adarsh\Hin=आदर्श :\O #\O BajrangiBhaijaan\Hin=बाजरांगिभैजान is\Hin=इस SUPER-STRONG\Eng in\Eng China\Eng [\O despite\Eng #\O BlackPanther\Eng wave\Eng ]...\O Collected\Eng $\O 8.57\O mn\Eng in\Eng *\O Weekend\Eng 1*,\O collected\Eng …"\O 
1836\O ,"\O Good\Hin=गूद morning\Eng laundo\Eng and\Hin=एंड laundiyon\Hin=लौँदियों ...\O 

Have\Eng a\Eng laugh\Eng with\Eng this\Eng great\Eng guy\Eng who\Eng won\Eng Olympic\Eng medal\Eng 😀\O https\Eng ://\O t\Eng .\O co\Eng /\O f2q8rO3Yoi\Eng "\O 
1837\O ,"#\O BajrangiBhaijaanInChina\Hin=बाजरांगिभैजानिंचिना 
BB\Eng scoring\Eng very\Eng good\Eng in\Eng China\Eng despite\Eng 3\O years\Eng after\Eng it's\Eng release\Eng in\Eng India\Eng .\O 

Collected\Eng very\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O aEKKa0qZ81\Eng "\O 
1838,हैप्पी\O बर्थडे\O सुरों\O को\O रानी\O श्रेया\O घोषाल\O जी\O #\O HappyBirthdayShreyaGhoshal\Hin=हैप्पीबर्थ़डिशरेयाघोशाल 
1839\O ,"\O Akhand\Eng congress\Hin=कांग्रेस chaatukaar\Hin=चाटुकार Shri\Hin=श्री .\O Kumar\Hin=कुमार Ketkar\Hin=केतकार ji\Hin=जी ko\Hin=को Rajya\Eng Sabha\Hin=सभा ummidwari\Hin=उम्मिद्वारी ke\Hin=क liye\Hin=लिये Congratulations\Eng 
😀😀😀\O 

ऐसा\O मैं\O नही\O देश\O बोलता\O है\O ☝☝👆👆"\O 
1840\O ,"\O I\Eng hope\Eng all\Eng students\Eng caught\Eng in\Eng #\O Theni\Eng are\Eng safe\Eng ...\O 

God\Hin=गोद bless\Eng them\Eng "\O 
1841\O ,"\O Good\Eng night\Eng laundo\Eng ...\O 

Wear\Eng this\Eng and\Eng get\Eng rid\Eng of\Eng Indian\Eng summers\Eng 😀😀😀😀\O 

PS\Eng :-\O Message\Eng is\Eng forwarded\Eng 😀😀\O https\Eng ://\O t\Eng .\O co\Hin=को /\O qjRvVCu0MD\Hin=क़्ज्र्व्व्कु0म्द "\O 
1842\O ,"\O I\Eng just\Hin=जस्ट want\Eng to\Eng ask\Eng one\Eng question\Eng to\Eng this\Eng bro\Eng ..\O 

Farmer\Eng and\Eng youth\Eng is\Hin=इस Ok\Hin=अक ..\O 
लेकिन\O तू\O पिछलें\O 10\O साल\O कहाँ\O मरा\O रहा\O था?\O 🤔🤔🤔\O https\Eng ://\O t\Eng .\O co\Hin=को /\O TIhVYrL4PJ\Eng "\O 
1843\O ,"\O People\Eng abuse\Eng me\Eng almost\Eng every\Eng day\Eng and\Eng I\Eng don't\Eng give\Eng them\Eng a\Eng damn\Hin=दम्न ...\O 

You\Hin=यूं know\Hin=क्नो why\Eng ?\O 

Cos\Hin=कोस they\Eng don't\Eng have\Eng balls\Eng 😀😀😀"\O 
1844\O ,\O Chup\Hin=छुप re\Hin=री Bo's\Eng dk\Eng ...\O 🚽🚽\O https\Eng ://\O t\Eng .\O co\Eng /\O hV7qv14vMA\Eng 
1845\O ,"\O Waah\Hin=वाह mere\Hin=मेर Sher\Hin=शेर ....\O 
Sahi\Hin=सही baat\Hin=बात boli\Hin=बोली tune\Hin=धुने ....👍👍👍😀\O 
To\Hin=तू hell\Eng with\Eng them\Eng https\Eng ://\O t\Eng .\O co\Eng /\O LFLSm6olGS\Eng "\O 
1846\O ,\O Latest\Eng Stats\Eng =\O 21\O Followers\Eng and\Eng 7\O Unfollowers\Eng (\O tracked\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )\O 
1847\O ,"#\O SonuKeTituKiSweety\Hin=सोनुकेटिटुकाइअस्वीटी collections\Hin=कौलेक्शन doubled\Eng on\Eng Saturday\Eng collecting\Eng huge\Eng 3.5\O cr\Eng nett\Eng .\O 

Till\Eng #\O Raid\Eng arrive\Eng it\Eng will\Eng collect\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O J0fibIoQLK\Hin=ज्0फाइबायूक़्ल्क "\O 
1848\O ,#\O Padmaavat\Hin=पद्मावत is\Hin=इस first\Eng clean\Eng blockbuster\Eng of\Eng 2018\O with\Eng total\Eng domestic\Eng nett\Eng collection\Eng standing\Eng at\Eng 285\O cr\Eng nett\Eng despite\Eng n\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O TxeDwSc8zJ\Eng 
1849\O ,"\O Let's\Eng have\Eng a\Eng different\Eng opening\Eng poll\Eng to\Eng know\Eng whether\Eng Indian\Eng people\Eng really\Eng think\Eng about\Eng religion\Eng ..\O 

You\Eng believe\Eng in\Eng ?\O #\O Religion\Eng #\O IndiaIszone\Eng "\O 
1850\O ,"#\O XiJinping\Eng shouldn't\Eng be\Eng called\Eng as\Eng dictator\Eng now\Eng by\Eng our\Eng intellectual\Eng media\Eng ?\O 

He\Eng has\Eng abolished\Eng president\Eng term\Eng limit\Eng to\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 0pxx8WM1zI\Eng "\O 
1851\O ,"\O The\Eng only\Eng film\Eng can\Eng bring\Eng Sid\Eng again\Eng in\Eng Average\Eng league\Eng is\Eng #\O EkVillain2\Hin=एक्विलय्यिं2 

But\Eng produces\Eng shd\Eng take\Eng him\Eng 😀😀😀"\O 
1852\O ,"\O All\Eng the\Eng car\Eng chasing\Eng action\Eng scenes\Eng Wil\Eng be\Eng shot\Eng in\Eng Abu\Eng Dhabi\Eng for\Eng #\O Race3\Eng 

Hope\Hin=होप Remo\Eng does\Eng justice\Eng to\Eng this\Eng great\Eng and\Eng already\Eng blockbuster\Eng film\Eng ."\O 
1853\O ,"\O Where\Eng is\Eng balatkari\Hin=बलतकारी baba\Hin=बाबा Ram\Hin=राम Rahim\Hin=रहिम ?\O 
😀😀\O 
Great\Eng that\Eng Janta\Eng can\Eng make\Eng Babaji\Eng to\Eng balatkari\Eng within\Eng a\Eng day\Eng 👍👍"\O 
1854\O ,\O Hang\Eng these\Eng basterds\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 7EIl3NgRar\Eng 
1855\O ,\O RT\Eng @\O remodsouza\Eng :\O #\O last\Eng lap\Eng #\O AbuDhabi\Hin=एबूद्धबी #\O race3\Eng #\O eid2018\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 8CBO2FAdhZ\Eng 
1856\O ,\O RT\Hin=अर्त @\O AMIT\Hin=अमिट _\O GUJJU\Hin=गुज्जू :\O Arvind\Hin=अरविंद Kejirwal\Eng wins\Eng Oscar\Eng 👏🏻👏🏻👏🏻\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 9VZtnqyDgq\Hin=9व्ज़्त्न्क़्य्द्ग्क़ 
