,0\O 
1839\O ,\O What\Eng exactly\Eng does\Eng #\O jallikattu\Eng entail\Eng .\O @\O PetaIndia\Eng talks\Eng to\Eng us\Hin=उस n\Hin=न so\Eng does\Eng an\Eng observer\Eng in\Eng Chennai\Eng .\O The\Eng For\Eng the\Eng Against\Eng on\Eng my\Eng show\Eng @\O RedFM\Eng _\O Mumbai\Eng 
1840\O ,"\O I\Eng went\Eng to\Eng the\Eng cop\Eng station\Eng 2ce\Eng ,\O The\Eng Apple\Eng Store\Eng ,\O The\Hin=ते bldg\Eng opposite\Eng (\O all\Eng 21\O flats\Eng )\O n\Hin=न my\Eng CCTV\Eng till\Eng midnight\Eng .\O Even\Eng I\Eng had\Eng to\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O hhhuF5OIUS\Hin=हुफ्5ओइयस "\O 
1841\O ,"\O Morn\Hin=मोर्M jo\Eng studio\Eng mein\Hin=मेइं aaya\Hin=आया ,\O Maine\Hin=मैंने uske\Hin=उसके paanv\Hin=पाँव par\Hin=प्यार phool\Hin=फूल banaya\Hin=बनाया :\O naam\Hin=नाअम् bataao\Hin=बताओ aur\Hin=अर् prize\Eng paao\Hin=पाओ .\O I'm\Eng selecting\Eng u\Eng here\Hin=हेरे ,\O Mumba\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O P49ye0F3oY\Eng "\O 
1842\O ,"\O RT\Eng @\O RedFMIndia\Eng :\O INTERVIEW\Eng :\O #\O RJJiya\Eng touched\Eng @\O iamsrk's\Eng dimple\Eng 😍😍\O 
@\O RaeesTheFilm\Eng @\O RedChilliesEnt\Eng @\O excelmovies\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O GrptfD5lcB\Eng "\O 
1843\O ,\O Have\Eng an\Eng invite\Eng saying\Eng YOU\Hin=यूं get\Hin=गेट 2\O Skype\Eng wth\Eng @\O iamsrk\Hin=इयाम्स्र्क on\Hin=ओं d\Eng 19th\Eng at\Eng my\Eng den\Eng @\O RedFM\Eng _\O Mumbai\Eng 😎\EMT Call\Eng now\Eng on\Eng 66935935\O n\Eng tell\Hin=टेल ur\Hin=उर #\O Dhandekistory\Hin=धँदेकिस्त्री #\O Raees\Hin=रीस 
1844\O ,\O You\Hin=यूं are\Eng an\Eng On-road\Eng comedian\Eng 😎\EMT All\Eng that\Eng angst\Eng is\Eng translating\Eng into\Eng a\Eng new\Eng career\Eng perhaps\Eng ?;)\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 8FypUBaSjJ\Hin=8फाइपबस्ज्ज 
1845,😘\O https\Eng ://\O t\Eng .\O co\Eng /\O 7bIdJwyIJF\Eng 
1846\O ,\O What\Eng a\Eng lovely\Eng observation\Eng 😘\EMT Thankyou\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O NWwMASXHp9\Eng 
1847\O ,\O RT\Eng @\O S1dharthM\Hin=स्1धार्थ्म :\O Hey\Hin=है thanks\Hin=थान्क @\O mymalishka\Hin=मीनलिश्का love\Hin=लव n\Eng eggs\Eng to\Eng u\Eng 😊\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O RndFqygvvX\Eng 
1848\O ,\O The\Eng weirdest\Eng night\Eng ever\Eng this\Eng year\Eng !!\O #\O phonehunting\Eng 😳😎😎😎\O 
1849\O ,"\O Happy\Hin=हैप्पी Birthday\Eng ,\O Handsome\Eng @\O S1dharthM\Hin=स्1धार्थ्म .\O May\Eng you\Hin=यूं party\Eng hard\Eng this\Eng year\Eng and\Eng may\Eng each\Eng party\Eng have\Eng one\Eng game\Eng of\Eng #\O eggvillain\Eng ;)\EMT Have\Eng a\Eng good\Eng one\Eng 💃💃💃"\O 
1850\O ,"\O Confirmed\Eng :\O @\O davidguetta\Eng will\Eng now\Eng play\Eng tomorrow\Eng ,\O Sunday\Eng Jan\Eng 15th\Eng at\Eng Jio\Eng Garden\Eng BKC\Eng from\Eng 11\O (\O brace\Eng yourselves\Eng )\O 11AM\Eng t\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 9nzlv3q0UP\Eng "\O 
1851\O ,#\O hosting\Eng this\Eng fab\Eng night\Eng #\O whatanight\Eng !\O @\O NUCLEYA\Eng #\O Triplex\Eng #\O everythingbackstage\Eng @\O deepikapadukone\Eng @\O rajcheerfull\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O CzbNWrSQAr\Hin=ग्ज्ब्zव्र्स्क़र 
1852\O ,\O The\Eng Wo-Riginal\Eng Bhaaai's\Eng back\Eng #\O Dangal\Eng #\O Xxx\Hin=क्स्क्स्क्स #\O OkJaanu\Hin=अक्जानूं from\Hin=फ्रोम Bhai\Hin=भाई Ke\Hin=क Raapchik\Hin=राप्चिक Reviews\Eng –\O Season\Eng 1\O @\O Saavn\Eng @\O slimshetty\Eng https\Eng ://\O t\Eng .\O co\Eng /\O rznUyKfE8G\Eng 
1853\O ,\O Super\Eng idea\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O haapb2Bw9v\Hin=हप्ब्2ब्व्9व 
1854\O ,#\O NowWatching\Eng #\O xXxIndiaPremiere\Eng https\Eng ://\O t\Eng .\O co\Eng /\O FSn0FrLqc7\Eng 
1855\O ,\O Also\Eng met\Eng the\Eng ever-endearing\Eng @\O RanveerOfficial\Eng who\Eng I\Eng would\Eng like\Eng to\Eng show\Eng pics\Eng of\Eng hosting\Eng for\Eng @\O Deepikapadukone\Eng '\O s\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O xxiszN86J9\Eng 
1856\O ,\O What\Eng a\Eng night\Eng !\O Hosting\Eng the\Eng #\O Xxxpremiere\Eng with\Eng thousands\Eng of\Eng people\Eng loving\Eng it\Eng all\Eng !\O @\O deepikapadukone\Eng welcome\Eng back\Eng .\O We\Eng love\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 20eqWwrcON\Hin=20एक़्व्रकन 
1857\O ,#\O Xxx\Hin=क्स्क्स्क्स https\Eng ://\O t\Eng .\O co\Eng /\O 0HuwSNqT86\Eng 
1858\O ,@\O NUCLEYA\Hin=न्यूक्लेय in\Hin=इन da\Eng house\Eng !\O What\Eng a\Eng blast\Eng baby\Eng !\O #\O tripleX\Eng #\O hosting\Eng the\Eng best\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O LG5H7YzRfP\Eng 
1859\O ,\O The\Eng crazy\Eng #\O icebucketchallenge\Eng on\Eng stage\Eng .\O All\Eng this\Eng for\Eng #\O xxxindiapremiere\Eng #\O xXxpremiere\Eng #\O xxxreturnofxandercage\Eng 
1860\O ,\O Gonna\Hin=गोन्ना see\Hin=से u\Hin=उ on\Eng stage\Eng in\Eng a\Eng bit\Hin=बीत 😎\EMT n\Hin=न I\Hin=इ can't\Eng wait\Eng to\Eng throw\Eng u\Eng those\Eng challenges\Eng n\Eng get\Hin=गेट you\Hin=यूं to\Eng Win\Eng BIG\Eng .\O #\O xXxIndiaPremiere\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O ygDH3rIUe7\Eng 
1861\O ,\O I\Hin=इ love\Hin=लव the\Eng '\O Event\Eng hosted\Eng by\Eng '\O part\Eng at\Eng the\Eng end\Eng ;)\EMT #\O TripleX\Hin=त्रिप्लेक्स @\O deepikapadukone\Eng cannot\Eng wait\Eng to\Eng host\Eng you\Eng ;)\EMT #\O VinDiesel\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O YfQjMYAqna\Hin=फ्क़्ज्म्यक़्ना 
1862\O ,\O No\Eng Touching\Eng no\Eng touching\Eng ...\O awwnly\Eng seeeeing\Hin=सीईईइंग !\O New\Eng Year\Eng Resolutions\Eng on\Eng Snap\Eng 🙈🍔🍟🍗🍤🌭🍕🍕🙈🙈🙈\O https\Eng ://\O t\Eng .\O co\Hin=को /\O AyRjVtWI2t\Hin=आइर्ज्व्तवि2त 
1863\O ,"\O What\Eng a\Eng churlish\Eng Brat\Eng you\Eng chose\Eng for\Eng a\Eng Prez\Eng ,\O America\Eng .\O As\Eng my\Eng famous\Eng Friend\Eng once\Eng said\Eng (\O n\Hin=न I\Hin=इ hope\Eng u\Hin=उ don't\Hin=डों'ट have\Eng to\Eng go\Eng thro\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O gm3VvM5JmD\Eng "\O 
1864\O ,"\O A\Eng person\Eng gives\Eng you\Eng an\Eng exquisite\Eng gift\Eng versus\Eng a\Eng person\Eng gets\Eng u\Eng exactly\Eng what\Eng you\Eng wanted\Eng even\Eng though\Eng You\Eng didn't\Eng say\Eng 😇\EMT Which\Eng one\Eng is\Eng better\Eng ,\O I\Eng wonder\Eng ?"\O 
1865\O ,"\O Oh\Hin=ओह My\Hin=मी God\Eng ,\O #\O MerylStreep\Eng even\Eng with\Eng a\Eng voice\Eng that\Eng almost\Eng isn't\Eng there\Eng u\Hin=उ got\Hin=गोट them\Eng all\Eng listening\Eng !\O You\Eng are\Eng all\Eng amazing\Eng !😇\O https\Eng ://\O t\Eng .\O co\Hin=को /\O fsBZEHPoZt\Hin=फ्स्ब्जहपोज़्ट "\O 
1866\O ,\O Happy\Eng Bday\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O Sr7GcKvtth\Hin=श्र्7ग्क्व्त्थ ur\Eng excitement\Eng about\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O yJUbLp2qNF\Hin=ऐजुब्ल्प्2क़ंफ़ attitude\Eng on\Eng d\Eng best\Eng girl\Eng .\O May\Eng u\Eng have\Eng d\Eng best\Eng !❤️\O ya\Hin=या 😘\EMT @\O hiralmalde\Hin=हिअरालमाल्ड़े 
1867\O ,\O RIP\Hin=रिप #\O OmPuri\Hin=ओमपुरी ji\Hin=जी .\O A\Eng sweet\Eng chat\Hin=चत I\Eng once\Eng had\Eng with\Eng him\Eng :\O 10\O _\O Morning\Eng No1\Eng Clebrates\Eng Om\Eng Puri\Eng .\O mp3\Eng #\O mymalishka\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O TMqpdiJhhq\Hin=त्म्क्पडीझ्क़ via\Hin=वाया @\O audioBoom\Eng 
1868\O ,\O 9\O _\O Malishka\Hin=म्लिश्का talking\Eng about\Eng Mummy\Hin=मम्मी Cheeel\Eng Protecting\Eng her\Eng Kids\Eng outside\Eng her\Eng window\Eng .\O mp3\Eng #\O redfmmumbai\Eng #\O radio\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O InzpRaSOqF\Hin=इंज्प्रसूक़्फ 
1869\O ,\O Awwww\Hin=आव्व्व्व् :)\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O g0NwgNqRkg\Hin=ग्0नव्ग्न्क़्र्क्ग 
1870\O ,\O I\Hin=इ love\Eng how\Eng peeps\Eng r\Eng calling\Eng @\O RedFM\Eng _\O Mumbai\Eng 2\O ask\Eng about\Eng the\Eng Raising\Eng Day\Eng Celebrations\Eng at\Eng the\Eng Police\Eng Camp\Eng in\Eng Marol\Eng that\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O fAAAQFG4YC\Eng 
1871\O ,\O This\Eng is\Eng Little\Hin=लिट्लअ Malishka\Hin=म्लिश्का !\O Her\Hin=हर mommy\Eng and\Eng Maasi\Eng named\Eng her\Eng after\Eng ME\Hin=मे ;)))\O #\O soblessed\Eng !\O https\Eng ://\O t\Eng .\O co\Hin=को /\O qLmMGgPBVo\Hin=क़्ल्म्म्ग्ग्पब्वो 
1872\O ,\O A\Eng Facebook\Hin=फेसेबुक LIVE\Hin=लाइव from\Eng #\O Mymalishka\Eng on\Eng coming\Eng up\Eng .\O Pls\Hin=प्ल LIKE\Hin=लीके the\Hin=ते page\Eng .\O My\Eng fab\Eng listener\Eng has\Eng come\Eng in\Eng with\Eng her\Eng baby\Eng whom\Eng she\Eng has\Eng named\Eng Malishka\Eng !💃\O 
1873\O ,\O There\Eng is\Eng something\Eng other-worldly\Eng about\Eng speaking\Eng to\Eng veteran\Eng actors\Eng !\O I'm\Eng glad\Eng I\Eng got\Eng to\Eng speak\Eng to\Eng #\O OmPuri\Hin=ओमपुरी ji\Eng @\O RedFM\Eng _\O Mumbai\Eng once\Eng !\O Playing\Eng in\Eng a\Eng bit\Eng 
1874\O ,\O So\Hin=सो shaken\Eng to\Eng hear\Eng about\Eng OmPuriji\Hin=ओमपुरिजी not\Eng being\Eng with\Eng us\Eng anymore\Eng .\O I\Eng saw\Eng him\Eng last\Eng on\Eng the\Eng sets\Eng of\Eng Tubelight\Eng a\Eng few\Eng days\Eng back\Eng looking\Eng so\Eng glorious\Eng .\O RIP\Eng .\O 
1875\O ,"\O RT\Eng @\O dna\Eng :\O DNA\Eng Edit\Eng :\O Abu\Eng Azmi\Hin=आजमी ,\O the\Eng apostle\Eng of\Eng misogyny\Eng https\Eng ://\O t\Eng .\O co\Eng /\O ZSEry5CySV\Eng "\O 
1876\O ,\O Hawwww\Hin=हव्व्व्व् 😜\EMT https\Eng ://\O t\Eng .\O co\Eng /\O pDb0HJbDGP\Eng 
1877\O ,\O RT\Hin=अर्त @\O AnushkaSharma\Hin=अनष्काशर्मा :\O https\Eng ://\O t\Eng .\O co\Hin=को /\O kwNfObNlmP\Hin=क्व्न्फोब्न्ल्म्प 
1878\O ,"\O RT\Hin=अर्त @\O akshaykumar\Hin=अक्षाय्कुमार :\O The\Hin=ते Bangalore\Eng incident\Eng makes\Eng me\Eng feel\Eng we\Eng r\Eng evolving\Eng backwards\Eng ,\O from\Eng humans\Eng to\Eng animals\Eng ,\O rather\Eng beasts\Eng coz\Eng even\Eng animals\Eng are\Eng bet\Eng …"\O 
1879\O ,\O Happy\Hin=हैप्पी Happy\Hin=हैप्पी Birthday\Hin=बर्थ़ड्य Deepuuu\Hin=दीपुं :)\EMT Have\Hin=हवे a\Eng wonderwoman\Eng kinda\Eng day\Eng .\O Can't\Eng wait\Eng to\Eng see\Eng you\Eng on\Eng the\Eng 12th\Eng :)\EMT 😘\EMT @\O deepikapadukone\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 2s8IMX0E6W\Eng 
1880\O ,\O RT\Eng @\O fakingnews\Eng :\O Govt\Eng .\O declares\Eng 7th\Eng January\Eng as\Eng the\Eng date\Eng when\Eng everyone\Eng should\Eng stop\Eng wishing\Eng each\Eng other\Eng '\O Happy\Eng New\Hin=न्य्व Year\Eng '\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 9NARrKeFW\Hin=9नार्र्किफ्व् …\O 
1881\O ,\O OMG\Eng !😍@\O fakingnews\Eng actually\Eng took\Eng up\Eng my\Eng query\Eng on\Eng d\Eng show\Eng 2day\Eng n\Eng asked\Eng '\O snr\Eng govt\Eng officials\Eng '\O when\Eng we\Eng should\Eng stop\Eng da\Hin=दा wishi\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 0PixIAPjz0\Eng 
1882\O ,\O I\Eng thinks\Eng so\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O 020GYXsXmO\Eng 
1883\O ,\O Proud\Eng of\Eng the\Eng Morn\Eng Show\Eng we\Eng do\Eng here\Eng @\O RedFM\Eng _\O Mumbai\Eng 😇\EMT Thx\Eng to\Eng the\Eng millions\Eng of\Eng u\Hin=उ for\Eng being\Eng a\Eng part\Eng of\Eng it\Eng .\O So\Hin=सो much\Hin=मच Love\Hin=लव n\Eng re\Hin=री …\O https\Eng ://\O t\Eng .\O co\Eng /\O lrl6Ao8rND\Eng 
1884\O ,\O Awwww\Hin=आव्व्व्व् :)\EMT How\Hin=हो lovely\Eng .\O https\Eng ://\O t\Eng .\O co\Hin=को /\O KegqFjVuaF\Hin=केग्क़्फ्ज्वुआफ़ 
1885\O ,"\O Mtra\Eng Police\Eng celebrates\Eng Raising\Eng Day\Eng ,\O involves\Eng citizens\Eng .\O Such\Eng Fascinating\Eng Info\Eng !\O 5\O ,\O 6\O ,\O 7\O Jan\Hin=जान at\Eng d\Eng Police\Eng training\Eng Centre\Eng Marol\Eng .\O GO\Hin=गो !\O #\O KaiMhanteMumbai\Hin=कैम्हांअतेमुंबई "\O 
1886\O ,\O Page\Eng 7\O .\O Makes\Eng me\Hin=मे want\Eng to\Eng write\Eng or\Eng at\Eng least\Eng receive\Eng a\Eng letter\Eng NOW\Hin=नो !\O Thankyou\Eng for\Eng sending\Eng me\Eng this\Eng @\O KiranManral\Hin=किरनमनरल .\O Im\Hin=इम going\Eng t\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 6dVGfpkYH1\Eng 
1887\O ,\O RT\Eng @\O JoyAndLife\Hin=जौयण्डलाइफ :\O #\O nuffsaid\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O prF7b7NwMp\Hin=प्र्फ्7ब्7Mव्म्प 
1888\O ,\O So\Hin=सो Funnnnnny\Eng you\Eng should\Eng ask\Hin=अश्क !!\O I\Hin=इ was\Eng thinking\Eng about\Eng exactly\Eng this\Eng last\Eng night\Eng !\O Then\Hin=ठें I\Eng realised\Eng it's\Hin=इत्'अ Gannuji\Hin=गन्नुजी :)\EMT Isn't\Hin=इस्M'त th\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O MD8U4nylds\Eng 
1889\O ,\O 2day\Eng on\Eng my\Eng show\Eng :\O Complaints\Eng regarding\Eng Service\Eng Charge\Eng can\Eng be\Eng addressed\Eng to\Eng the\Eng Consumer\Eng Rights\Eng Body\Eng on\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 2QKOYgvBmN\Hin=2क़ोय्ग्व्ब्म्न 
1890\O ,\O Was\Eng on\Eng CNN\Eng IBN\Eng LIVE\Eng talking\Eng about\Eng '\O leaders\Eng '\O who\Eng lay\Eng bare\Eng their\Eng gutter-like\Eng minds\Eng believing\Eng they\Eng will\Eng get\Eng away\Eng .\O #\O Bengalurushame\Eng #\O AbuAzmi\Eng 
1891\O ,\O Enough\Eng of\Eng the\Eng serious\Eng business\Eng .\O The\Eng stars\Eng fill\Eng my\Hin=मी #\O MalishkaKiSlamBook\Hin=म्लिश्काकिस्लाम्बुक .\O Coming\Eng up\Eng @\O SunnyLeone\Eng giving\Eng delicious\Eng deets\Eng 😘…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O S2GhzBWyYy\Hin=स्2ग्ज्ब्व्य्यी 
1892\O ,\O What\Hin=वाअत A\Eng sting\Eng op\Eng !!\O Done\Eng on\Eng our\Eng jails\Eng by\Eng 2\O activists\Eng where\Eng money\Eng exchanges\Eng hands\Eng in\Eng a\Eng corrupt\Eng practise\Eng .\O BK\Eng Upadhyay\Eng DG\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O iZ5QN9wELU\Eng 
1893\O ,\O I'm\Eng so\Eng happy\Eng to\Eng be\Eng your\Eng pleasure\Eng in\Eng the\Eng morning\Eng :)\EMT Come\Eng back\Eng to\Eng us\Eng ?;)\O @\O RedFMIndia\Eng https\Eng ://\O t\Eng .\O co\Eng /\O gdGCk8dW90\Eng 
1894\O ,"\O May\Eng it\Eng be\Eng a\Hin=आ A\Eng kaleidoscopic\Eng ,\O interesting\Eng ,\O Colourful\Eng New\Eng Year\Hin=यीअर :)\EMT #2017\O #\O HAPPYNEWYEAR\Hin=हैप्प्य्न्य्व्यीअर https\Hin=ह्त्ट्प्स ://\O t\Eng .\O co\Eng /\O mXNow7mvdS\Eng "\O 
1895\O ,\O Awwww\Hin=आव्व्व्व् :)\EMT Thankyou\Hin=थन्क्यूं so\Eng much\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O uawBKw2rZ3\Eng 
1896\O ,\O Done\Hin=डोन् .\O Come\Eng and\Eng see\Eng us\Eng at\Eng @\O RedFM\Eng _\O Mumbai\Eng .\O @\O malishkakeboys\Hin=म्लिश्काकबोइ Amogh\Hin=अमोघ ke\Hin=क liye\Hin=लिये wk\Hin=व्क gift\Hin=गिफ्ट de\Hin=दे diya\Hin=दिया jaaye\Hin=जाये 😘\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O ukNbEGKSN2\Hin=उक्नबेक्स्M2 
1897\O ,\O RT\Eng @\O GAUAHAR\Hin=गौहर _\O KHAN\Hin=खान :\O You\Eng were\Eng sooooo\Hin=सुउउऊ good\Eng ...👏👏👏\O really\Eng enjoyed\Eng the\Eng play\Eng !!!\O All\Eng the\Eng luck\Eng ...\O https\Eng ://\O t\Eng .\O co\Eng /\O s0b0Q9VMWk\Eng 
1898\O ,\O That's\Eng it\Eng !😍\O *\O seriously\Eng considers\Eng a\Eng career\Eng in\Eng Acting\Eng *\O Thanks\Eng so\Eng much\Hin=मच 😘😘😘\O #\O Drama\Hin=ड्रामा #\O BilquisBegumKaBaadaa\Hin=बिल्किसबेगुमकबादा .\O https\Eng ://\O t\Eng .\O co\Eng /\O GSHc77sYFY\Eng 
1899\O ,\O Hey\Hin=है Thanks\Eng Jasmin\Eng .\O I\Eng enjoy\Eng performing\Eng the\Eng play\Eng :)\EMT You\Eng should\Eng have\Eng come\Eng and\Eng said\Eng hi\Hin=ही :)\EMT Have\Hin=हवे a\Eng great\Eng new\Eng year\Eng .\O https\Eng ://\O t\Eng .\O co\Hin=को /\O cwYwiUiCKj\Hin=च्वीविउक्ज 
1900\O ,\O Thanks\Eng for\Eng coming\Eng Amogh\Eng !!!\O That\Eng was\Eng awesome\Eng of\Eng you\Eng .\O So\Hin=सो glad\Eng to\Eng meet\Eng you\Eng and\Eng that\Eng too\Eng as\Eng a\Eng theatre\Eng artist\Eng 😘\EMT https\Eng ://\O t\Eng .\O co\Eng /\O g0WyUYq6ZF\Eng 
1901\O ,\O Thankyou\Hin=थन्क्यूं @\O GAUAHAR\Hin=गौहर _\O KHAN\Hin=खान for\Eng coming\Eng to\Eng watch\Eng the\Eng Play\Eng tonight\Hin=टौनिट .\O For\Hin=फॉर ur\Hin=उर laughter\Eng in\Eng the\Eng right\Eng places\Eng n\Eng such\Eng interest\Eng !!\O Lo\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O gV1qrmRt9k\Eng 
1902\O ,\O Today\Eng on\Eng the\Eng 1st\Eng day\Eng of\Eng the\Eng year\Eng our\Eng play\Eng happens\Eng at\Eng Aspee\Eng Theatre\Hin=थिएट्रे in\Eng Malad-Marve\Eng at\Eng 8.30\O pm\Eng .\O Come\Hin=कौमअ .\O #\O IPTA\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O yYE637D1Aj\Eng 
1903\O ,\O Happy\Hin=हैप्पी New\Hin=न्य्व year\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O eWVa4Or4Mf\Eng 
1904\O ,"\O When\Eng it\Eng becomes\Eng mainstream\Eng ,\O We\Eng must\Eng stop\Eng !\O 😳\EMT Wow\Eng !\O #\O wordsofwisdom\Eng #\O aboutskylanterns\Eng courtesy\Eng @\O slimshetty\Eng https\Eng ://\O t\Eng .\O co\Eng /\O xzlQOG2eot\Eng "\O 
1905\O ,"\O So\Hin=सो @\O GAUAHAR\Hin=गौहर _\O KHAN\Hin=खान I\Hin=इ hope\Eng to\Eng see\Hin=से u\Hin=उ at\Hin=आत Aspee\Eng Theatre\Hin=थिएट्रे in\Eng Malad\Eng at\Eng 8.30\O pm\Eng tomorrow\Eng ,\O that's\Eng 2017!\O The\Hin=ते #\O BilquisBegumkaBaadaa\Hin=बिल्किसबेगुमकबादा Girls\Hin=गर्स await\Eng you\Eng :)"\O 
1906\O ,"\O It's\Eng tomorrow\Eng on\Eng the\Eng 1st\Eng of\Eng January\Eng 2017\O at\Eng 8\O :\O 30pm\Eng .\O 
*\O Aspee\Hin=एसपी Theatre\Hin=थिएट्रे ,\O Malad\Eng *\O 
TICKETS\Hin=टिकट AVAILABLE\Hin=अवाऐलाब्लअ on\Eng Bookmyshow\Eng :…\O https\Eng ://\O t\Eng .\O co\Eng /\O nuQCz7UVBL\Eng "\O 
1907\O ,\O What\Eng a\Eng wonderful\Eng opening\Eng night\Eng at\Eng @\O PrithviTheatre\Hin=पृथ्विठिएट्रे .\O Thanks\Eng to\Eng all\Eng who\Eng made\Eng it\Eng .\O Next\Eng one\Eng in\Eng Malad\Eng on\Eng the\Eng 1st\Eng #\O IPTA\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O wpfiGj2yoD\Hin=व्प्फिज्2योद 
1908\O ,\O I\Eng saw\Eng you\Eng :)\EMT upto\Eng a\Eng point\Eng .\O Thanks\Eng for\Eng coming\Eng quietly\Eng like\Eng that\Eng to\Eng watch\Eng and\Eng for\Eng the\Eng encouragement\Eng .:)\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 7TkeshFLJB\Hin=7टकेश्फ्ल्ज्ब 
1909\O ,"\O RT\Eng @\O SunielVShetty\Hin=सुनील्व्शेट्टी :\O Malliissshka\Hin=मल्लिश्श्का !\O Ruling\Eng 1\O industry\Eng ,\O moving\Eng to\Eng take\Eng over\Eng another\Eng ?\O M\Hin=म sure\Hin=सुर्य u'll\Hin=उ'ऐल emote\Eng as\Eng well\Eng in\Eng ur\Eng expressions\Eng as\Eng u\Eng do\Hin=दो in\Hin=इन ur\Hin=उर …"\O 
1910\O ,\O OMG\Hin=ओम्ग !\O Annaaaa\Hin=अन्नाया thx\Eng so\Eng much\Hin=मच !\O Will\Eng miss\Eng you\Eng today\Eng but\Eng I\Eng know\Hin=क्नो you\Hin=यूं will\Eng make\Eng it\Eng for\Eng a\Eng show\Eng another\Eng day\Eng .\O Lots\Eng of\Eng Love\Eng from\Eng m\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 8QFD8LxP7j\Eng 
1911\O ,\O Today\Eng @\O PrithviTheatre\Hin=पृथ्विठिएट्रे Come\Hin=कौमअ and\Eng watch\Hin=वाच .\O #\O BilquisBegumKaBaadaa\Hin=बिल्किसबेगुमकबादा .\O Husna\Hin=हुस्न Bua\Hin=बुआ Aapka\Hin=आपका intezaar\Hin=इंतज़ार karegi\Hin=करेगी 😘\EMT https\Eng ://\O t\Eng .\O co\Eng /\O 8yVTXhLn0m\Eng 
1912\O ,\O That\Eng smiling\Eng one\Eng in\Eng d\Eng back\Eng ?😜\O This\Eng play\Eng is\Eng tragic\Eng yet\Eng https\Eng ://\O t\Eng .\O co\Eng /\O fePKSJVX6v\Eng .\O Though\Eng I\Eng heard\Eng 2days\Eng tkts\Eng are\Eng sold\Eng out\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O jePk7mXFZt\Eng 
1913\O ,\O What\Eng swag\Hin=स्वग !😎\O These\Eng guys\Eng posted\Eng vids\Eng n\Eng are\Eng winners\Eng of\Eng my\Hin=मी #\O Happybirthdaysalmankhan\Hin=हैप्पीबर्थ़डिसलमंखन contest\Eng for\Eng #\O BeingHumanJewellery\Eng .\O 2\O h\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O H7RRPVfA48\Eng 
1914\O ,\O Congrats\Eng Lil\Eng Fella\Eng 4\O doing\Eng a\Eng #\O dangal\Eng with\Eng Bhai\Hin=भाई in\Hin=इन it\Hin=इट 😈\EMT U\Hin=उ win\Eng a\Eng fab\Eng @\O BeingHumanJewel\Hin=बेंघुमन्ज्वेल hamper\Eng from\Eng @\O BeingSalmanKhan\Eng n\Hin=न me\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O oMGD1KMfAJ\Eng 
1915\O ,"\O Azhar\Eng ,\O tu\Hin=तू toh\Hin=तोह Bhai\Hin=भाई hi\Hin=ही nikla\Hin=निकला !👍\O Super\Hin=सुपर job\Eng @\O BeingHumanJewel\Eng from\Eng @\O BeingSalmanKhan\Eng and\Eng Me\Hin=मे 😘\EMT pls\Hin=प्ल DM\Eng @\O malishkakeboys\Eng with\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O cA91gJQ5pj\Eng "\O 
