,id,tweet
1804,1804\O ,"\O RT\Eng @\O PlanC\Eng _\O Studios\Eng :\O This\Eng Women\Eng ’\O s\Eng Day\Eng ,\O being\Eng bold\Eng is\Eng the\Eng only\Eng choice\Eng !\O 
Celebrate\Eng this\Eng Women\Eng ’\O s\Eng Day\Eng with\Eng the\Eng bold\Eng and\Eng powerful\Eng #\O Shabana\Hin=शबाना .\O 
@\O taaps\Hin=टाप …\O "
1806,1806\O ,@\O TheParulYadav\Hin=थेपारुल्यदव 😘\EMT you\Hin=यूं decide\Eng what\Eng u\Eng wear\Eng !\O No\Eng one\Eng else\Eng !\O 
1807,1807\O ,"\O We\Eng gave\Eng a\Eng descriptive\Eng long\Eng list\Eng there\Eng .\O Shouldn't\Eng be\Eng a\Eng problem\Eng anymore\Eng to\Eng decide\Eng ,\O how\Eng much\Eng is\Eng too\Eng much\Eng .\O @\O ReallySwara\Hin=रिअल्ल्य्स्वरा 
https\Eng ://\O t\Eng .\O co\Eng /\O oz2fXDhxse\Eng \O "
1808,1808\O ,"\O Billed\Eng in\Eng thousands\Eng and\Eng still\Eng suffer\Eng with\Eng bad\Eng network\Eng ,\O call\Eng drops\Eng and\Eng 3G\Eng with\Eng the\Eng speed\Eng worse\Eng than\Eng edge\Eng !\O @\O VodafoneIN\Eng get\Eng your\Hin=यर shit\Eng sorted\Eng !\O "
1810,1810\O ,"\O Another\Eng glimpse\Eng of\Eng HER\Hin=हर .\O 
#\O NaamShabana\Hin=नाअमशबाना 
Come\Eng and\Eng see\Eng on\Eng 31st\Eng how\Eng a\Eng spy\Eng is\Eng chosen\Eng :)\EMT 
https\Eng ://\O t\Eng .\O co\Eng /\O iRz2yPcGO6\Eng \O "
1811,1811\O ,"\O RT\Eng @\O RelianceEnt\Eng :\O Naam\Hin=नाअम् Shabana\Hin=शबाना is\Eng trending\Eng in\Eng India\Eng .\O 
Thank\Eng you\Eng so\Eng much\Eng for\Eng the\Eng love\Eng and\Eng support\Eng .\O 😃\EMT 
@\O taapsee\Hin=टापसी @\O BajpayeeManoj\Hin=बजपायीमानोज @\O akshaykumar\Hin=अक्षाय्कुमार @\O An\Hin=आन …\O "
1812,1812\O ,"\O RT\Eng @\O RelianceEnt\Eng :\O And\Eng it\Eng is\Eng trending\Eng on\Eng no\Eng .\O 1\O in\Eng India\Eng .\O 
Have\Eng you\Eng sent\Hin=सेंट your\Hin=यर #\O KohniMaar\Hin=कोहनिमार videos\Hin=वीडिव्ज yet\Eng ?\O 

@\O taapsee\Hin=टापसी @\O akshaykumar\Hin=अक्षाय्कुमार @\O BajpayeeManoj\Hin=बजपायीमानोज @\O Anup\Hin=अनूप …\O "
1813,1813\O ,\O Thankq\Eng for\Eng the\Eng trend\Eng here\Eng but\Eng more\Eng importantly\Eng let's\Eng make\Eng this\Eng a\Eng trend\Eng in\Eng our\Eng lives\Eng .\O YOU\Hin=यूं ARE\Hin=अरे NOT\Hin=नोट WEAK\Hin=वीअक #\O KohniMaar\Hin=कोहनिमार https\Eng ://\O t\Eng .\O co\Eng /\O wPxCWtFr93\Eng 
1814,1814\O ,\O RT\Eng @\O avp9\Hin=अव्प्9 :\O #\O KohniMaar\Hin=कोहनिमार Amazing\Eng self\Eng defence\Eng move\Eng @\O taapsee\Hin=टापसी 🙅\EMT @\O akshaykumar\Hin=अक्षाय्कुमार your\Eng initiatives\Eng are\Eng always\Eng inspiring\Eng 👍👏\O @\O RelianceEnt\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O E\Hin=ए …\O 
1815,1815\O ,\O RT\Eng @\O Tweet2Amish\Eng :\O Learn\Eng self\Eng defence\Eng tips\Eng by\Eng our\Eng very\Eng own\Eng Shabana\Hin=शबाना !\O This\Hin=तीस is\Eng really\Eng innovative\Eng @\O akshaykumar\Eng &\O amp\Hin=अम्प ;\O @\O taapsee\Hin=टापसी !\O P\Hin=प .\O S\Eng .\O Ignore\Eng the\Eng over\Eng …\O 
1816,1816\O ,"\O RT\Eng @\O golgappa\Hin=गोलगप्पा _\O girl\Hin=गर्ल :\O @\O akshaykumar\Eng amazing\Eng !!\O Here's\Eng my\Hin=मी #\O KohniMaar\Hin=कोहनिमार video\Hin=वीडियों 👏👏\O Nice\Eng message\Eng of\Eng self\Eng defence\Eng :)\EMT 
@\O taapsee\Hin=टापसी @\O RelianceEnt\Eng https\Eng ://\O t\Eng .\O co\Hin=को /…\O "
1818,1818\O ,\O It\Eng was\Eng fun\Eng peeping\Eng through\Eng this\Hin=तीस '\O khidki\Hin=खिड़की '\O congratulations\Eng and\Eng wishes\Eng for\Eng this\Eng ambitious\Eng venture\Eng and\Eng journey\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O j1W2r8IqSO\Eng 
1819,1819\O ,@\O ShoojitSircar\Eng @\O SrBachchan\Hin=शरबचचान u\Hin=उ want\Hin=वान्त me\Hin=मे to\Eng guess\Eng ????\O 
1820,1820\O ,\O A\Eng team\Eng that\Eng eats\Eng cake\Eng together\Eng makes\Eng awesome\Eng movies\Eng together\Eng 😍\EMT #\O NaamShabana\Hin=नाअमशबाना #\O Rockstars\Hin=रॉक्स्टारस and\Eng happy\Eng birthday\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O Rvm5SeoRg1\Hin=र्व्म्5असिआर्ग्1 
1821,1821\O ,\O This\Eng is\Eng a\Eng rockstar\Eng of\Eng a\Eng team\Eng !\O So\Eng happy\Eng to\Eng be\Eng in\Eng this\Eng wonderful\Eng company\Eng #\O Baby\Eng to\Hin=तू #\O NaamShabana\Hin=नाअमशबाना https\Eng ://\O t\Eng .\O co\Eng /\O U7mug0mHXQ\Eng 
1822,1822\O ,"\O You\Eng can\Eng never\Eng make\Eng everyone\Eng happy\Eng ....\O NEVER\Hin=नेवेर !\O But\Hin=बुत one\Eng person's\Eng happiness\Eng is\Eng always\Eng in\Eng your\Eng hand\Hin=हैंड ,\O YOURSELF\Hin=यर्सेल्फ .\O Make\Eng sure\Hin=सुर्य u\Hin=उ do\Hin=दो the\Eng needful\Eng :)\O "
1823,1823\O ,@\O anubhavsinha\Hin=अनूभावसिंघा @\O shivamNair\Hin=शिवमन्य्र् @\O manojmuntashir\Hin=मनोज्मुंताशीर how\Hin=हो did\Eng I\Eng miss\Eng this\Eng !\O Compliment\Eng from\Eng the\Eng song\Eng master\Eng himself\Eng !\O Thankq\Eng sirji\Eng 🤗\O 
1824,1824\O ,"\O RT\Eng @\O FFW\Eng _\O Official\Eng :\O @\O akshaykumar's\Eng dailouge\Hin=डाईलौगे ‘\O Itne\Hin=इतने dur\Hin=दुर se\Hin=सी aaya\Hin=आया hu\Hin=हू ,\O kuch\Hin=कुछ toh\Hin=तोह karne\Hin=करने do\Hin=दो ’\O is\Eng @\O taapsee's\Eng favorite\Eng dialogue\Eng .\O Which\Eng one\Eng is\Eng your\Eng favor\Eng …\O "
1825,1825\O ,"\O RT\Eng @\O PlanC\Eng _\O Studios\Eng :\O Teri\Hin=तेरी haathon\Hin=हातों ki\Hin=की taraf\Hin=तरफ़ ,\O mere\Hin=मेर haathon\Hin=हातों ka\Hin=का safar\Hin=सफ़र ,\O Rozana\Hin=रोज़ाना .\O 
Feel\Hin=फील the\Eng love\Eng with\Eng #\O Rozana\Hin=रोज़ाना .\O 
@\O taapsee\Hin=टापसी @\O BajpayeeManoj\Hin=बजपायीमानोज @\O PrithviOffic\Hin=पृथ्वाय्फिक …\O "
1826,1826\O ,\O Kill\Eng it\Eng this\Eng Friday\Hin=फ्रिद @\O AmaalMallik\Hin=अमालमल्लिक 👊🏼\O https\Eng ://\O t\Eng .\O co\Eng /\O mASxnHacIR\Hin=मास्क्स्न्हसिर 
1827,1827\O ,"#\O Repost\Eng @\O DevsB\Eng with\Eng @\O repostapp\Eng 
・・・\O 
Stand\Eng up\Eng &\O amp\Eng ;\O Suit\Eng up\Hin=उप |\O #\O TaapseePannu\Hin=टापसीपननू in\Hin=इन aaprolabel\Eng for\Eng flagging\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O GT8AQiai50\Eng \O "
1828,1828\O ,"#\O Repost\Eng @\O DevsB\Eng with\Eng @\O repostapp\Eng 
・・・\O 
03.03.17\O #\O TaapseePannu\Hin=टापसीपननू in\Hin=इन @\O nsgaia\Eng and\Eng @\O Brand\Hin=ब्रांड _\O INTOTO\Eng for\Eng song\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 8y8ip0lgMa\Eng \O "
1830,1830\O ,@\O NinoyV\Eng coz\Hin=कोज़ I\Hin=इ don't\Eng want\Eng dirty\Eng looks\Eng 🙊🙈\O 
1833,1833\O ,#\O PowerOfBelief\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 1rvVkEyupK\Hin=1र्व्व्केउप्क 
1834,1834\O ,"\O RT\Eng @\O RelianceEnt\Eng :\O Saturday\Eng morning\Eng calls\Eng for\Eng some\Eng soulful\Eng melody\Eng .\O Watch\Hin=वाच #\O Rozana\Hin=रोज़ाना now\Hin=नो -\O https\Eng ://\O t\Eng .\O co\Eng /\O oBtmzGueC4\Eng 

@\O taapsee\Hin=टापसी @\O BajpayeeManoj\Hin=बजपायीमानोज @\O Roch\Hin=रौच …\O "
1836,1836\O ,"\O I\Hin=इ love\Hin=लव this\Eng excitement\Eng 😁😁😁😁\O 
Hope\Eng we\Eng live\Eng up\Eng to\Eng your\Eng expectation\Eng !\O 
31st\Eng March\Eng 2017\O 
#\O NaamShabana\Hin=नाअमशबाना https\Eng ://\O t\Eng .\O co\Eng /\O I7Lob45fSp\Eng \O "
1838,1838\O ,\O Your\Eng voice\Eng can\Eng make\Eng anyone\Eng fall\Eng in\Eng love\Hin=लव @\O shreyaghoshal\Hin=श्रेयाघोशाल Thankq\Hin=थन्क्क़ @\O RochakTweets\Eng for\Eng a\Eng soulful\Eng composition\Eng and\Eng @\O manojmuntashir\Eng endearing\Eng lyrics\Eng 
1839,1839\O ,\O Feel\Hin=फील love\Eng like\Eng never\Eng before\Eng !\O #\O Rozana\Eng from\Hin=फ्रोम #\O NaamShabana\Hin=नाअमशबाना is\Hin=इस here\Eng -\O https\Eng ://\O t\Eng .\O co\Hin=को /\O vrNUgPnnlt\Hin=व्र्नुग्प्न्न्ल्ट 
1840,1840\O ,\O RT\Eng @\O PlanC\Eng _\O Studios\Eng :\O @\O taapsee\Hin=टापसी @\O BajpayeeManoj\Hin=बजपायीमानोज and\Eng @\O neerajpofficial\Eng are\Eng going\Eng to\Eng be\Eng live\Eng on\Eng Facebook\Eng today\Eng at\Eng 12.00\O pm\Eng .\O Gear\Eng up\Eng for\Eng the\Eng first\Eng s\Eng …\O 
1841,1841\O ,"\O RT\Eng @\O RelianceEnt\Eng :\O Team\Eng #\O NaamShabana\Hin=नाअमशबाना will\Eng go\Hin=गो LIVE\Hin=लाइव from\Eng the\Eng Facebook\Eng office\Eng today\Eng !\O Get\Eng ready\Hin=रेडी for\Eng #\O Rozana\Hin=रोज़ाना !\O 

@\O taapsee\Hin=टापसी @\O BajpayeeManoj\Hin=बजपायीमानोज @\O akshaykuma\Eng …\O "
1842,1842\O ,"\O RT\Eng @\O PlanC\Eng _\O Studios\Eng :\O Get\Eng ready\Hin=रेडी for\Eng the\Eng first\Eng song\Eng #\O Rozana\Eng from\Hin=फ्रोम #\O NaamShabana\Hin=नाअमशबाना tomorrow\Hin=तोमोर्रो .\O 

@\O taapsee\Hin=टापसी @\O BajpayeeManoj\Hin=बजपायीमानोज @\O akshaykumar\Hin=अक्षाय्कुमार @\O AnupamPkher\Hin=अनूपम्पकेर @\O Pr\Hin=प्र …\O "
1843,1843\O ,\O With\Eng last\Eng couple\Eng of\Eng breathing\Eng and\Eng choking\Eng finally\Eng done\Eng with\Eng dubbing\Eng for\Eng Shabana\Hin=शबाना .\O What\Eng an\Eng experience\Eng to\Eng have\Eng lived\Eng t\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O DASFAa5Gum\Hin=दस्फअ5गम 
1844,1844\O ,"\O RT\Eng @\O RelianceEnt\Eng :\O 😄💃\O Why\Eng are\Eng we\Eng so\Eng excited\Eng ?\O Find\Eng out\Eng tomorrow\Eng 😃\EMT 
#\O NaamShabana\Hin=नाअमशबाना 
@\O taapsee\Hin=टापसी @\O BajpayeeManoj\Hin=बजपायीमानोज @\O akshaykumar\Hin=अक्षाय्कुमार @\O AnupamPkher\Hin=अनूपम्पकेर @\O PrithviOffic\Hin=पृथ्वाय्फिक …\O "
1845,1845\O ,\O He\Eng does\Eng .\O Do\Hin=दो u\Eng ?????\O #\O GenderEquality\Eng #\O NeedOfTheHour\Eng https\Eng ://\O t\Eng .\O co\Eng /\O QpQQNYu4Pg\Eng 
1846,1846\O ,"\O Thankq\Hin=थन्क्क़ !\O I\Eng am\Eng as\Eng excited\Eng as\Eng all\Eng of\Eng u\Hin=उ !\O 
This\Eng is\Eng going\Eng to\Eng kickass\Eng !\O Quite\Eng literally\Eng !\O 💪🏼👊🏼\O 
30\O days\Eng to\Eng Naam\Hin=नाअम् Shabana\Hin=शबाना https\Eng ://\O t\Eng .\O co\Hin=को /\O gfgNodNRyP\Hin=ग्फ्ग्नोड्न्रिप \O "
1847,1847\O ,"\O RT\Hin=अर्त @\O Girliyapa\Hin=गर्लियपा :\O Behind\Hin=बहिंद the\Eng scenes\Eng fun\Eng with\Hin=विद @\O taapsee\Hin=टापसी and\Hin=एंड @\O TheAmitSadh\Hin=थीमित्साद .\O 
Watch\Eng full\Eng video\Eng :\O https\Eng ://\O t\Eng .\O co\Eng /\O HzQ5Y85UsS\Eng https\Eng ://\O t\Eng .\O co\Eng /\O p7uqcm6Fiy\Eng \O "
1848,1848\O ,\O Wohoo\Hin=वहू 👏🏼👏🏼👏🏼👏🏼\O https\Eng ://\O t\Eng .\O co\Eng /\O hgpw29DIQv\Eng 
1849,1849\O ,"\O RT\Eng @\O PlanC\Eng _\O Studios\Eng :\O A\Eng deal\Eng done\Eng ,\O a\Eng mission\Eng solved\Eng .\O Are\Hin=अरे you\Eng interested\Eng to\Eng know\Eng ?\O 
#\O NaamShabana\Eng -\O 31st\Eng March\Eng ,\O 2017\O 
@\O taapsee\Hin=टापसी @\O BajpayeeManoj\Hin=बजपायीमानोज @\O Prith\Eng …\O "
1850,1850\O ,"@\O RanaDaggubati\Hin=रणादाग्ग़ुबती dear\Eng war\Eng star\Eng ,\O will\Eng I\Eng have\Eng to\Eng be\Eng your\Eng antagonist\Eng for\Eng u\Eng to\Hin=तू do\Eng a\Eng full\Eng feature\Eng with\Eng me\Hin=मे ???\O 🤔\O "
1851,1851\O ,"\O RT\Eng @\O RelianceEnt\Eng :\O We\Eng all\Eng loved\Eng Shukla\Eng Ji\Hin=जी in\Hin=इन BABY\Hin=बेबी and\Hin=एंड now\Eng he\Eng is\Eng back\Eng with\Hin=विद #\O NaamShabana\Hin=नाअमशबाना →\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 3zj9p2fGpn\Eng 

@\O taapsee\Hin=टापसी @\O AnupamPkher\Hin=अनूपम्पकेर @\O Bajp\Hin=बज्प …\O "
1852,1852\O ,\O Bond\Eng may\Eng have\Eng had\Eng the\Eng gadgets\Eng but\Eng women\Eng make\Eng '\O bloody\Eng good\Eng spies'coz\Eng they\Eng can\Eng multitask\Eng n\Hin=न hav\Hin=हव a\Eng better\Eng understanding\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O CFCOTOhAE6\Eng 
1853,1853\O ,"\O RT\Eng @\O FFW\Eng _\O Official\Eng :\O #\O Shabana\Eng and\Eng the\Eng agency\Eng are\Eng looking\Eng for\Eng the\Eng most\Eng wanted\Eng Tony\Eng .\O 
Let\Hin=लेत ’\O s\Eng wait\Eng till\Eng 31st\Eng March\Eng ,\O 2017\O to\Eng know\Eng about\Eng #\O MissionTony\Eng …\O "
1854,1854\O ,"\O Ennaku\Eng innoru\Eng paeru\Eng irukku\Hin=इरुक्कु ""\O Nathaan\Hin=नाथाअन Shabhana\Hin=शाभना ""\O Vandhu\Hin=वंदु sandhikraen\Eng 
#\O NaanthaanShabana\Hin=नाँतांशबाना 
https\Eng ://\O t\Eng .\O co\Eng /\O 5F1LO3hNs6\Eng \O "
1855,1855\O ,"\O Mee\Hin=मे andhari\Hin=अंदारी kosam\Hin=कोसम #\O NeneShabana\Hin=नेनेशबाना Vasthundhi\Hin=वस्थूँअदी 
https\Eng ://\O t\Eng .\O co\Eng /\O axSy6VmtmF\Eng \O "
1858,1858\O ,\O There\Eng is\Eng still\Eng some\Eng really\Eng strong\Eng chill\Eng in\Eng the\Eng air\Eng of\Eng Delhi\Eng !\O And\Eng yet\Eng again\Eng my\Eng favourite\Eng early\Eng morning\Eng flight\Eng ...\O NOT\Hin=नोट !\O 😏\EMT 
1859,1859\O ,"\O WHAT\Hin=वाअत AN\Hin=आन HONOUR\Hin=होनयर !\O #\O Pink\Eng with\Eng The\Eng Honourable\Eng President\Eng of\Eng India\Eng and\Eng then\Eng a\Eng dinner\Eng hosted\Eng by\Eng him\Eng ,\O sitting\Eng right\Eng next\Eng to\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O X2MUaQZNOW\Hin=क्स्2मुअक़्ज्नो \O "
1860,1860\O ,\O RT\Eng @\O Fukkard\Eng :\O Need\Eng not\Eng hide\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O kkOXteFaD5\Hin=क्कौक्सटेफ़द्5 
1861,1861\O ,"\O RT\Eng @\O PlanC\Eng _\O Studios\Eng :\O The\Eng agency\Eng promises\Eng to\Eng give\Eng #\O Shabana\Hin=शबाना all\Eng the\Eng information\Eng she\Eng wants\Eng .\O Will\Eng this\Eng help\Eng her\Eng in\Eng her\Eng mission\Eng ?\O 
@\O taapsee\Hin=टापसी https\Eng ://…\O "
1862,1862\O ,@\O Imangadbedi\Eng @\O juniorbachchan\Eng are\Hin=अरे u\Eng sure\Eng president\Eng will\Eng ask\Eng u\Eng to\Eng stay\Eng for\Eng dinner\Eng after\Eng seeing\Eng the\Eng film\Eng 🤔\O 
1863,1863\O ,\O RT\Eng @\O RelianceEnt\Eng :\O Shabana\Eng will\Hin=विल stop\Eng at\Eng nothing\Eng to\Eng save\Eng the\Eng nation\Eng !\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 3zj9p2fGpn\Eng #\O NaamShabanaTrailer\Hin=नाअमशबानैट्रेलर @\O taapsee\Hin=टापसी @\O BajpayeeManoj\Hin=बजपायीमानोज @\O aksh\Hin=अक्ष …\O 
1866,1866\O ,"\O RT\Eng @\O FFW\Eng _\O Official\Eng :\O They\Eng know\Eng everything\Eng about\Eng #\O Shabana\Eng and\Eng they\Eng also\Eng know\Eng a\Eng way\Eng out\Eng .\O 

@\O taapsee\Hin=टापसी @\O BajpayeeManoj\Hin=बजपायीमानोज @\O PrithviOfficial\Eng @\O PlanC\Eng _\O Studi\Eng …\O "
1867,1867\O ,"\O So\Hin=सो happy\Eng to\Eng see\Hin=से u\Hin=उ grow\Eng ,\O n\Eng not\Eng just\Eng in\Eng films\Eng :)\EMT #\O GirlPower\Eng congrats\Eng to\Eng Aman\Hin=अमन too\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O 7CBvdnHYxo\Eng \O "
1869,1869\O ,"\O Super\Eng proud\Eng n\Eng excited\Eng to\Eng be\Eng a\Eng part\Eng of\Eng this\Eng revolution\Eng called\Eng #\O PictureTime\Eng Cinema\Eng for\Eng Rural\Eng India\Eng .\O Thankq\Eng @\O drramansingh\Eng 
#\O NaamShabana\Hin=नाअमशबाना for\Eng 🇮🇳\O "
1870,1870\O ,\O High\Eng time\Eng each\Eng one\Eng of\Eng us\Eng takes\Eng the\Eng responsibility\Eng of\Eng working\Eng towards\Eng a\Eng change\Eng before\Eng our\Eng own\Eng lives\Eng get\Eng affected\Eng .\O https\Eng ://\O t\Eng .\O co\Hin=को /\O UCoQjrICu4\Hin=उकूक़्जरिकु4 
1871,1871\O ,@\O PiratedSardar\Hin=पीरेटेड्सार्दर hahaha\Hin=हहाह .\O Don't\Eng use\Eng that\Eng connect\Eng !\O Then\Eng I\Eng shall\Eng :)\EMT 
1872,1872\O ,@\O tanejamainhoon\Hin=तानेजमाऐँहूँ please\Eng help\Eng me\Eng sell\Eng the\Eng tickets\Eng 🙏🏼\O 
1873,1873\O ,\O Awwww\Hin=आव्व्व्व् .\O Amen\Eng !\O https\Eng ://\O t\Eng .\O co\Eng /\O uA31Dp8c4n\Eng 
1874,1874\O ,\O RT\Eng @\O MAATV\Hin=माव :\O #\O MeeloEvaruKoteeswarudu\Hin=मीलोएवरुकोतेश्वरुडू with\Hin=विद @\O RanaDaggubati\Hin=रणादाग्ग़ुबती &\O amp\Hin=अम्प ;\O @\O taapsee\Hin=टापसी ..\O Today\Hin=तूडेय at\Eng 9:30\O PM\Eng on\Eng #\O StarMaa\Eng ​\O #\O MEKwithMegastar\Eng #\O Vivo\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ATSSoi\Hin=आत्स्सोई …\O 
1875,1875\O ,\O Now\Hin=नो I\Eng want\Eng to\Eng know\Eng when\Eng are\Eng we\Eng ready\Eng to\Eng move\Eng there\Eng 🤔\O https\Eng ://\O t\Eng .\O co\Eng /\O qxKBCjDbwk\Eng 
1876,1876\O ,\O Let\Eng the\Eng party\Eng begin\Eng !!!!\O Grab\Eng your\Eng copies\Eng now\Eng 💃🏻💃🏻💃🏻\O @\O fhmindia\Eng #\O FHMCoverGirl\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 3QplboOLZo\Hin=3क्प्ल्बूल्जों 
1878,1878\O ,"\O RT\Eng @\O FFW\Eng _\O Official\Eng :\O Her\Eng mission\Eng is\Eng her\Eng ultimate\Eng goal\Eng .\O She\Eng is\Hin=इस #\O Shabana\Hin=शबाना and\Eng she\Eng will\Eng get\Eng it\Eng done\Eng .\O 
Meeting\Eng you\Eng on\Eng 31st\Eng March\Eng ,\O 2017\O .\O 
@\O taapsee\Hin=टापसी @\O Ba\Hin=बा …\O "
1879,1879\O ,"\O So\Hin=सो a\Eng female\Eng spy\Eng takes\Eng down\Eng Kim\Eng Jong\Eng Nam\Eng .\O 
They\Eng do\Eng exist\Eng .\O 
Everything\Eng isn't\Eng so\Eng fictional\Eng :)\EMT #\O NaamShabana\Hin=नाअमशबाना \O "
1881,1881\O ,"\O RT\Eng @\O RelianceEnt\Eng :\O Here's\Eng the\Eng final\Eng question\Eng of\Eng the\Hin=ते #\O NaamShabana\Hin=नाअमशबाना #\O contest\Eng .\O Make\Eng sure\Eng you\Eng get\Hin=गेट it\Eng right\Eng !\O 
Hint\Eng :\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 3zj9p2xhNX\Eng 

@\O taaps\Hin=टाप …\O "
1882,1882\O ,"\O RT\Eng @\O RelianceEnt\Eng :\O Here's\Eng the\Eng first\Eng question\Eng of\Eng the\Hin=ते #\O NaamShabana\Hin=नाअमशबाना #\O contest\Eng !\O Easy-breezy\Eng ,\O right\Eng ?\O 

@\O taapsee\Hin=टापसी @\O BajpayeeManoj\Hin=बजपायीमानोज @\O akshaykumar\Hin=अक्षाय्कुमार @\O AnupamP\Hin=अनूपम्प …\O "
1883,1883\O ,"\O RT\Eng @\O RelianceEnt\Eng :\O Yes\Eng !\O The\Hin=ते #\O NaamShabana\Hin=नाअमशबाना #\O contest\Eng begins\Eng in\Eng 10\O minutes\Eng .\O RT\Eng if\Eng you\Eng are\Eng excited\Eng .\O 

@\O taapsee\Hin=टापसी @\O BajpayeeManoj\Hin=बजपायीमानोज @\O akshaykumar\Eng https\Eng ://…\O "
1884,1884\O ,"\O RT\Eng @\O RelianceEnt\Eng :\O Rules\Eng are\Eng meant\Eng to\Eng be\Eng followed\Eng ,\O especially\Eng when\Eng you\Eng want\Eng to\Eng win\Eng big\Eng !\O #\O NaamShabana\Hin=नाअमशबाना #\O contest\Eng 

@\O taapsee\Hin=टापसी @\O BajpayeeManoj\Hin=बजपायीमानोज @\O aksha\Hin=अक्षा …\O "
1885,1885\O ,"\O RT\Eng @\O RelianceEnt\Eng :\O #\O ContestAlert\Eng 
Gear\Eng up\Eng peeps\Eng !\O An\Eng exciting\Eng contest\Eng is\Eng on\Eng your\Eng way\Eng .\O Are\Hin=अरे you\Eng excited\Eng for\Eng #\O NaamShabana\Hin=नाअमशबाना #\O contest\Eng ?\O 

@\O taapsee\Hin=टापसी @\O Baj\Hin=बज …\O "
1886,1886\O ,@\O veerakapur7\Hin=वीरकपुर्7 @\O akshaykumar\Hin=अक्षाय्कुमार haan\Hin=हान haan\Hin=हान of\Eng course\Eng u\Eng will\Eng Veera\Hin=वीरा !\O Y\Hin=य won't\Hin=वं'ट u\Hin=उ !\O Lol\Hin=लोल 
1887,1887\O ,@\O akshaykumar\Hin=अक्षाय्कुमार @\O ToiletTheFilm\Eng @\O psbhumi\Eng loved\Eng the\Eng colour\Eng of\Eng your\Eng suit\Eng sir\Hin=सिअर 😜😂\O 
1889,1889\O ,"\O RT\Eng @\O RelianceEnt\Eng :\O From\Eng college\Eng student\Eng to\Eng a\Eng secret\Eng agent\Eng ,\O Shabana\Eng has\Eng come\Eng a\Eng long\Eng way\Hin=वैसे !\O #\O NaamShabanaTrailer\Hin=नाअमशबानैट्रेलर -\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 3zj9p2fGpn\Eng 

@\O taaps\Hin=टाप …\O "
